band,source,original,parsed,survived
above,rand_above,6531618335578688458,6531618335578688458,1
above,rand_above,5192333019385399508,5192333019385399508,1
above,rand_above,8214120940784397452,8214120940784397452,1
above,rand_above,5669473503200988328,5669473503200988328,1
above,rand_above,3300141977570921298,3300141977570921298,1
above,rand_above,6147453388270736105,6147453388270736105,1
above,rand_above,7521021670979891175,7521021670979891175,1
above,rand_above,3498984615557978146,3498984615557978146,1
above,rand_above,6778915908737562506,6778915908737562506,1
above,rand_above,2725449523009777433,2725449523009777433,1
above,rand_above,1648076817146963743,1648076817146963743,1
above,rand_above,25589942265883238,25589942265883238,1
above,rand_above,6483892237110593264,6483892237110593264,1
above,rand_above,5292475593464340981,5292475593464340981,1
above,rand_above,7855855138685058478,7855855138685058478,1
above,rand_above,7118662651030886088,7118662651030886088,1
above,rand_above,5243111833595169651,5243111833595169651,1
above,rand_above,1688414999259266123,1688414999259266123,1
above,rand_above,2944040139413136598,2944040139413136598,1
above,rand_above,7468934319085005076,7468934319085005076,1
above,rand_above,5648003043458820101,5648003043458820101,1
above,rand_above,5908707323191007057,5908707323191007057,1
above,rand_above,969254570721535660,969254570721535660,1
above,rand_above,4585506624823281015,4585506624823281015,1
above,rand_above,3063496805862945834,3063496805862945834,1
above,rand_above,726646776774185498,726646776774185498,1
above,rand_above,3207765956049587487,3207765956049587487,1
above,rand_above,2956046850970172321,2956046850970172321,1
above,rand_above,5876794448938707835,5876794448938707835,1
above,rand_above,8891848888083044617,8891848888083044617,1
above,rand_above,7587499705214877537,7587499705214877537,1
above,rand_above,6188893111729440899,6188893111729440899,1
above,rand_above,6735482782800952277,6735482782800952277,1
above,rand_above,3105749438899665284,3105749438899665284,1
above,rand_above,114113292948362979,114113292948362979,1
above,rand_above,1943003365732841064,1943003365732841064,1
above,rand_above,6402428099050465523,6402428099050465523,1
above,rand_above,3241625355766398892,3241625355766398892,1
above,rand_above,7267985535324673464,7267985535324673464,1
above,rand_above,6653649763606996934,6653649763606996934,1
above,rand_above,453089109516482121,453089109516482121,1
above,rand_above,4050874556650145284,4050874556650145284,1
above,rand_above,3879625003637581891,3879625003637581891,1
above,rand_above,1543208532736151231,1543208532736151231,1
above,rand_above,3827659958752772089,3827659958752772089,1
above,rand_above,8141906034118270727,8141906034118270727,1
above,rand_above,3248542955982769852,3248542955982769852,1
above,rand_above,3470977483305138690,3470977483305138690,1
above,rand_above,7653402297639581899,7653402297639581899,1
above,rand_above,7283757339092438719,7283757339092438719,1
above,rand_above,5340628043414269340,5340628043414269340,1
above,rand_above,7002569490271957247,7002569490271957247,1
above,rand_above,2089640663496375952,2089640663496375952,1
above,rand_above,4171398978763742061,4171398978763742061,1
above,rand_above,7380276015678791258,7380276015678791258,1
above,rand_above,317185747918775288,317185747918775288,1
above,rand_above,194194087107043715,194194087107043715,1
above,rand_above,2417485183588986485,2417485183588986485,1
above,rand_above,974925290715226400,974925290715226400,1
above,rand_above,3161631439582055467,3161631439582055467,1
above,rand_above,8198727642603324351,8198727642603324351,1
above,rand_above,1493089203894747665,1493089203894747665,1
above,rand_above,700782414940823541,700782414940823541,1
above,rand_above,8695893851313486138,8695893851313486138,1
above,rand_above,9029848029899487021,9029848029899487021,1
above,rand_above,3126051127424300387,3126051127424300387,1
above,rand_above,9096575198849819308,9096575198849819308,1
above,rand_above,8247564497860416024,8247564497860416024,1
above,rand_above,6506915695061934925,6506915695061934925,1
above,rand_above,3987262765167225768,3987262765167225768,1
above,rand_above,6037727654235596101,6037727654235596101,1
above,rand_above,5610523600608903565,5610523600608903565,1
above,rand_above,4013798932236132059,4013798932236132059,1
above,rand_above,502971732239840280,502971732239840280,1
above,rand_above,3062815731254822953,3062815731254822953,1
above,rand_above,8996246333104780457,8996246333104780457,1
above,rand_above,3783947659826613992,3783947659826613992,1
above,rand_above,5119792304784898996,5119792304784898996,1
above,rand_above,8545916832494091567,8545916832494091567,1
above,rand_above,4990784995025982359,4990784995025982359,1
above,rand_above,6101947350956663883,6101947350956663883,1
above,rand_above,2752044040363042146,2752044040363042146,1
above,rand_above,893675480049252075,893675480049252075,1
above,rand_above,3632890524097374353,3632890524097374353,1
above,rand_above,5078750163701301657,5078750163701301657,1
above,rand_above,4537205808743625825,4537205808743625825,1
above,rand_above,511725751747324806,511725751747324806,1
above,rand_above,44199656021772500,44199656021772500,1
above,rand_above,817236144012367253,817236144012367253,1
above,rand_above,7608118589956528033,7608118589956528033,1
above,rand_above,5774453583784847430,5774453583784847430,1
above,rand_above,4439254697662462363,4439254697662462363,1
above,rand_above,903553488055559004,903553488055559004,1
above,rand_above,1917811543267253576,1917811543267253576,1
above,rand_above,5895277059025643677,5895277059025643677,1
above,rand_above,9020773830845802467,9020773830845802467,1
above,rand_above,4376925498676724628,4376925498676724628,1
above,rand_above,1074389010475991044,1074389010475991044,1
above,rand_above,7248215869802692480,7248215869802692480,1
above,rand_above,4352703091368291219,4352703091368291219,1
above,rand_above,8262795155731739340,8262795155731739340,1
above,rand_above,2453241380503940049,2453241380503940049,1
above,rand_above,5929179606372630280,5929179606372630280,1
above,rand_above,3583313985011439591,3583313985011439591,1
above,rand_above,3431067503178309683,3431067503178309683,1
above,rand_above,3527218058574669353,3527218058574669353,1
above,rand_above,1729931069417921425,1729931069417921425,1
above,rand_above,420525695884481561,420525695884481561,1
above,rand_above,4064896688041975128,4064896688041975128,1
above,rand_above,2438450865209477595,2438450865209477595,1
above,rand_above,7729696001277756298,7729696001277756298,1
above,rand_above,5213263418508737178,5213263418508737178,1
above,rand_above,1402941631459989779,1402941631459989779,1
above,rand_above,6432817898226613108,6432817898226613108,1
above,rand_above,900931485544953490,900931485544953490,1
above,rand_above,6171521804586248729,6171521804586248729,1
above,rand_above,7463153466718991936,7463153466718991936,1
above,rand_above,3827360056892745463,3827360056892745463,1
above,rand_above,6986090458044704888,6986090458044704888,1
above,rand_above,2107442014029631479,2107442014029631479,1
above,rand_above,571482977779374815,571482977779374815,1
above,rand_above,3579430751734496185,3579430751734496185,1
above,rand_above,4828977965159350543,4828977965159350543,1
above,rand_above,8915350771028687033,8915350771028687033,1
above,rand_above,6346090335652247784,6346090335652247784,1
above,rand_above,8645417064857388043,8645417064857388043,1
above,rand_above,5291364139792209759,5291364139792209759,1
above,rand_above,2182421213579841905,2182421213579841905,1
above,rand_above,2765431381246628668,2765431381246628668,1
above,rand_above,3650434735483020789,3650434735483020789,1
above,rand_above,7885211826464253978,7885211826464253978,1
above,rand_above,329321018535230725,329321018535230725,1
above,rand_above,5277581117410097349,5277581117410097349,1
above,rand_above,4775806296157075724,4775806296157075724,1
above,rand_above,5280029679546945585,5280029679546945585,1
above,rand_above,9073320030064798981,9073320030064798981,1
above,rand_above,1368971822687205403,1368971822687205403,1
above,rand_above,8764337524891634409,8764337524891634409,1
above,rand_above,4150667758294998858,4150667758294998858,1
above,rand_above,8762554323415714771,8762554323415714771,1
above,rand_above,1550830222851410557,1550830222851410557,1
above,rand_above,1963348963857779770,1963348963857779770,1
above,rand_above,1786591589837522985,1786591589837522985,1
above,rand_above,402622892137626074,402622892137626074,1
above,rand_above,731829186009910316,731829186009910316,1
above,rand_above,6309727538151156195,6309727538151156195,1
above,rand_above,1871383811845385866,1871383811845385866,1
above,rand_above,7595821289857419568,7595821289857419568,1
above,rand_above,1372943280191432116,1372943280191432116,1
above,rand_above,5497353147968396316,5497353147968396316,1
above,rand_above,2958175678463530803,2958175678463530803,1
above,rand_above,6715348707428694935,6715348707428694935,1
above,rand_above,7455438234731367808,7455438234731367808,1
above,rand_above,811693701916504583,811693701916504583,1
above,rand_above,5140561219112564573,5140561219112564573,1
above,rand_above,5100808414904782484,5100808414904782484,1
above,rand_above,7909970717016132561,7909970717016132561,1
above,rand_above,4802284616531908830,4802284616531908830,1
above,rand_above,8468332688154675705,8468332688154675705,1
above,rand_above,123043107315612703,123043107315612703,1
above,rand_above,6469168757810618872,6469168757810618872,1
above,rand_above,5428440044610304363,5428440044610304363,1
above,rand_above,7218784873614843839,7218784873614843839,1
above,rand_above,1046810336451788897,1046810336451788897,1
above,rand_above,1389214037028955567,1389214037028955567,1
above,rand_above,5234913789785172746,5234913789785172746,1
above,rand_above,5383254707877894655,5383254707877894655,1
above,rand_above,8908008534485304624,8908008534485304624,1
above,rand_above,933225921338205890,933225921338205890,1
above,rand_above,983316441221044134,983316441221044134,1
above,rand_above,7199037962779888375,7199037962779888375,1
above,rand_above,7256231454707450466,7256231454707450466,1
above,rand_above,8010054325403214230,8010054325403214230,1
above,rand_above,8126826971060455043,8126826971060455043,1
above,rand_above,8106146140065877876,8106146140065877876,1
above,rand_above,2445237609089210090,2445237609089210090,1
above,rand_above,6048357519796937483,6048357519796937483,1
above,rand_above,5284990313881880804,5284990313881880804,1
above,rand_above,4372092189558501791,4372092189558501791,1
above,rand_above,1597269346514065827,1597269346514065827,1
above,rand_above,3725785990460181128,3725785990460181128,1
above,rand_above,5711306150580029265,5711306150580029265,1
above,rand_above,6288397530632869063,6288397530632869063,1
above,rand_above,3714219323205863608,3714219323205863608,1
above,rand_above,3659550906475456245,3659550906475456245,1
above,rand_above,8115960481983439534,8115960481983439534,1
above,rand_above,6377872487175998373,6377872487175998373,1
above,rand_above,463636188705718079,463636188705718079,1
above,rand_above,4392121370698937818,4392121370698937818,1
above,rand_above,2486260613450028899,2486260613450028899,1
above,rand_above,3444166306086246633,3444166306086246633,1
above,rand_above,3125271740870949786,3125271740870949786,1
above,rand_above,7329155406855418928,7329155406855418928,1
above,rand_above,2877008291481059955,2877008291481059955,1
above,rand_above,7782894664734264401,7782894664734264401,1
above,rand_above,7924825862847513014,7924825862847513014,1
above,rand_above,6325652244838025716,6325652244838025716,1
above,rand_above,8978705492933396036,8978705492933396036,1
above,rand_above,2111543236549950322,2111543236549950322,1
above,rand_above,2780450145972983523,2780450145972983523,1
above,rand_above,6868647034071970213,6868647034071970213,1
above,rand_above,7148182134982685302,7148182134982685302,1
above,rand_above,2968495039911110759,2968495039911110759,1
above,rand_above,6730995330662839612,6730995330662839612,1
above,rand_above,5588954769850998293,5588954769850998293,1
above,rand_above,832533083290014862,832533083290014862,1
above,rand_above,4083123768713317811,4083123768713317811,1
above,rand_above,8433937803009437716,8433937803009437716,1
above,rand_above,3764490902352931131,3764490902352931131,1
above,rand_above,4477365059775794943,4477365059775794943,1
above,rand_above,4772891881068439302,4772891881068439302,1
above,rand_above,3457720144707459242,3457720144707459242,1
above,rand_above,527414424037634598,527414424037634598,1
above,rand_above,7309217591844189952,7309217591844189952,1
above,rand_above,614216891362339611,614216891362339611,1
above,rand_above,6553629772975817566,6553629772975817566,1
above,rand_above,3729578473346127317,3729578473346127317,1
above,rand_above,7208000569850065484,7208000569850065484,1
above,rand_above,4844693985076084169,4844693985076084169,1
above,rand_above,5254083451738124500,5254083451738124500,1
above,rand_above,1611451491697632643,1611451491697632643,1
above,rand_above,8081123054359998971,8081123054359998971,1
above,rand_above,1860384926293747071,1860384926293747071,1
above,rand_above,540527225548839581,540527225548839581,1
above,rand_above,314033724693846036,314033724693846036,1
above,rand_above,475334254630916597,475334254630916597,1
above,rand_above,3332880611160626588,3332880611160626588,1
above,rand_above,1845470711936902120,1845470711936902120,1
above,rand_above,3406454046714979241,3406454046714979241,1
above,rand_above,4290666765963316981,4290666765963316981,1
above,rand_above,3670153511989933655,3670153511989933655,1
above,rand_above,8522858187796920204,8522858187796920204,1
above,rand_above,6291731767497204142,6291731767497204142,1
above,rand_above,2240492285912612173,2240492285912612173,1
above,rand_above,4517269126893927245,4517269126893927245,1
above,rand_above,4123585145524665761,4123585145524665761,1
above,rand_above,8868243938058051578,8868243938058051578,1
above,rand_above,4386256185370072047,4386256185370072047,1
above,rand_above,5094163250908350655,5094163250908350655,1
above,rand_above,3184143864034876780,3184143864034876780,1
above,rand_above,7734999499639883582,7734999499639883582,1
above,rand_above,2394723895207619636,2394723895207619636,1
above,rand_above,7672432166637922995,7672432166637922995,1
above,rand_above,842725556265452118,842725556265452118,1
above,rand_above,262193259130539672,262193259130539672,1
above,rand_above,466957289987110850,466957289987110850,1
above,rand_above,7884118908728528049,7884118908728528049,1
above,rand_above,7201670597384831235,7201670597384831235,1
above,rand_above,1985747226865227567,1985747226865227567,1
above,rand_above,2050610556945802139,2050610556945802139,1
above,rand_above,2085299267433050192,2085299267433050192,1
above,rand_above,1915763989128507265,1915763989128507265,1
above,rand_above,6018839613536381259,6018839613536381259,1
above,rand_above,4743191025367217848,4743191025367217848,1
above,rand_above,7983810721167320761,7983810721167320761,1
above,rand_above,8929284080281975579,8929284080281975579,1
above,rand_above,6301189129333876094,6301189129333876094,1
above,rand_above,4381782075582653280,4381782075582653280,1
above,rand_above,1229389260878582655,1229389260878582655,1
above,rand_above,1606501278257128562,1606501278257128562,1
above,rand_above,7395681283950800972,7395681283950800972,1
above,rand_above,2072921439524793818,2072921439524793818,1
above,rand_above,5619989163443792114,5619989163443792114,1
above,rand_above,8706692843312911977,8706692843312911977,1
above,rand_above,6582877881761962827,6582877881761962827,1
above,rand_above,6551774010618604008,6551774010618604008,1
above,rand_above,2548926087774773512,2548926087774773512,1
above,rand_above,8268379832706832940,8268379832706832940,1
above,rand_above,7863503289963295211,7863503289963295211,1
above,rand_above,4242516693022474630,4242516693022474630,1
above,rand_above,2021630507330239706,2021630507330239706,1
above,rand_above,2795803762130257279,2795803762130257279,1
above,rand_above,4811044234119133732,4811044234119133732,1
above,rand_above,5760758217970157758,5760758217970157758,1
above,rand_above,5399949730269350399,5399949730269350399,1
above,rand_above,76776612484423748,76776612484423748,1
above,rand_above,8923262063179997297,8923262063179997297,1
above,rand_above,7750906635494716646,7750906635494716646,1
above,rand_above,5187535048736081310,5187535048736081310,1
above,rand_above,5485592255399474835,5485592255399474835,1
above,rand_above,2616241251794203945,2616241251794203945,1
above,rand_above,6321604193503734551,6321604193503734551,1
above,rand_above,4452259920945659149,4452259920945659149,1
above,rand_above,3110676445754007554,3110676445754007554,1
above,rand_above,2559115083125176675,2559115083125176675,1
above,rand_above,3007867347915375737,3007867347915375737,1
above,rand_above,2562819908484904615,2562819908484904615,1
above,rand_above,6060642405640209929,6060642405640209929,1
above,rand_above,8791389473432288716,8791389473432288716,1
above,rand_above,6017724827386944485,6017724827386944485,1
above,rand_above,1746322343648400147,1746322343648400147,1
above,rand_above,4780198395209958438,4780198395209958438,1
above,rand_above,2225402621554204982,2225402621554204982,1
above,rand_above,532661117769606113,532661117769606113,1
above,rand_above,7916345666017732125,7916345666017732125,1
above,rand_above,7480205777343854047,7480205777343854047,1
above,rand_above,3736157345736804441,3736157345736804441,1
above,rand_above,2956665354943235068,2956665354943235068,1
above,rand_above,1299629094916719181,1299629094916719181,1
above,rand_above,243790606040957954,243790606040957954,1
above,rand_above,4596461779517199588,4596461779517199588,1
above,rand_above,2735478758304260766,2735478758304260766,1
above,rand_above,8373789964511068812,8373789964511068812,1
above,rand_above,3740773322404077311,3740773322404077311,1
above,rand_above,6804161460565310506,6804161460565310506,1
above,rand_above,5386451724540750483,5386451724540750483,1
above,rand_above,9183990956477907403,9183990956477907403,1
above,rand_above,7535414372604141422,7535414372604141422,1
above,rand_above,3174164554080733114,3174164554080733114,1
above,rand_above,6588677562593913897,6588677562593913897,1
above,rand_above,6339174496362875725,6339174496362875725,1
above,rand_above,5896410906184505472,5896410906184505472,1
above,rand_above,4396889948501771127,4396889948501771127,1
above,rand_above,8685137704265064176,8685137704265064176,1
above,rand_above,3315559608294019718,3315559608294019718,1
above,rand_above,2777815739189388020,2777815739189388020,1
above,rand_above,1576857427715646813,1576857427715646813,1
above,rand_above,6074432062057879806,6074432062057879806,1
above,rand_above,5157936648845129311,5157936648845129311,1
above,rand_above,2718686867189853034,2718686867189853034,1
above,rand_above,4351194388328383415,4351194388328383415,1
above,rand_above,6842777832528081525,6842777832528081525,1
above,rand_above,6697673329361748465,6697673329361748465,1
above,rand_above,5165164120733884328,5165164120733884328,1
above,rand_above,8426484950492945327,8426484950492945327,1
above,rand_above,8742833839385973057,8742833839385973057,1
above,rand_above,8306271156277715234,8306271156277715234,1
above,rand_above,6045101427576799818,6045101427576799818,1
above,rand_above,2058934011289164398,2058934011289164398,1
above,rand_above,2068843747523943002,2068843747523943002,1
above,rand_above,8046550867803146914,8046550867803146914,1
above,rand_above,3887182095551636457,3887182095551636457,1
above,rand_above,8188695237309254525,8188695237309254525,1
above,rand_above,3437172524940604202,3437172524940604202,1
above,rand_above,5409943598889435777,5409943598889435777,1
above,rand_above,4286443999088537395,4286443999088537395,1
above,rand_above,1095349533244204888,1095349533244204888,1
above,rand_above,504089717868139961,504089717868139961,1
above,rand_above,5860284378609611964,5860284378609611964,1
above,rand_above,5361450855409460603,5361450855409460603,1
above,rand_above,5733536423705687448,5733536423705687448,1
above,rand_above,4364464999641067983,4364464999641067983,1
above,rand_above,1803357089514482998,1803357089514482998,1
above,rand_above,1114114157954681097,1114114157954681097,1
above,rand_above,6287335918908233019,6287335918908233019,1
above,rand_above,4895904862404154093,4895904862404154093,1
above,rand_above,3819249121779321576,3819249121779321576,1
above,rand_above,8041172827050017112,8041172827050017112,1
above,rand_above,1399692964551161129,1399692964551161129,1
above,rand_above,9161800653304651394,9161800653304651394,1
above,rand_above,3169579040881681202,3169579040881681202,1
above,rand_above,9114242610452548591,9114242610452548591,1
above,rand_above,8244049943111954172,8244049943111954172,1
above,rand_above,9109240384438423348,9109240384438423348,1
above,rand_above,1330016829390939854,1330016829390939854,1
above,rand_above,7963187376111387033,7963187376111387033,1
above,rand_above,1672504755407424591,1672504755407424591,1
above,rand_above,754361397720690815,754361397720690815,1
above,rand_above,3076972310193903919,3076972310193903919,1
above,rand_above,9109158448163675413,9109158448163675413,1
above,rand_above,2899741758995061496,2899741758995061496,1
above,rand_above,544088151999546971,544088151999546971,1
above,rand_above,4178462313796659051,4178462313796659051,1
above,rand_above,1940218667887619086,1940218667887619086,1
above,rand_above,7143675354150703133,7143675354150703133,1
above,rand_above,5324242001458741046,5324242001458741046,1
above,rand_above,1470313243103016155,1470313243103016155,1
above,rand_above,7251299481005911170,7251299481005911170,1
above,rand_above,7200954201956500673,7200954201956500673,1
above,rand_above,1202566503678468280,1202566503678468280,1
above,rand_above,4009288919040297821,4009288919040297821,1
above,rand_above,3969612814400372047,3969612814400372047,1
above,rand_above,3966068507615218590,3966068507615218590,1
above,rand_above,4412247549736368550,4412247549736368550,1
above,rand_above,52072447136040560,52072447136040560,1
above,rand_above,4932282744297774533,4932282744297774533,1
above,rand_above,6748147664510832629,6748147664510832629,1
above,rand_above,8771843501018288853,8771843501018288853,1
above,rand_above,8236314008842047189,8236314008842047189,1
above,rand_above,6989695410289545040,6989695410289545040,1
above,rand_above,4906929383967455560,4906929383967455560,1
above,rand_above,174254301555303102,174254301555303102,1
above,rand_above,47042822649372116,47042822649372116,1
above,rand_above,6775302854772952549,6775302854772952549,1
above,rand_above,2095939987067559751,2095939987067559751,1
above,rand_above,8097767403402483325,8097767403402483325,1
above,rand_above,2887550228756909696,2887550228756909696,1
above,rand_above,956323341441014783,956323341441014783,1
above,rand_above,4651466784559357223,4651466784559357223,1
above,rand_above,2832420609415389002,2832420609415389002,1
above,rand_above,611173645074683338,611173645074683338,1
above,rand_above,430684587948469739,430684587948469739,1
above,rand_above,8757037773469711247,8757037773469711247,1
above,rand_above,4214185147164242111,4214185147164242111,1
above,rand_above,4807820784071553314,4807820784071553314,1
above,rand_above,4843139257359643367,4843139257359643367,1
above,rand_above,4008862942995701060,4008862942995701060,1
above,rand_above,6343436055967056964,6343436055967056964,1
above,rand_above,1242996924518713278,1242996924518713278,1
above,rand_above,9196766983670814409,9196766983670814409,1
above,rand_above,4530107559507465808,4530107559507465808,1
above,rand_above,6927602320926039457,6927602320926039457,1
above,rand_above,1529789114520219723,1529789114520219723,1
above,rand_above,8373630130260912106,8373630130260912106,1
above,rand_above,7498462030254277244,7498462030254277244,1
above,rand_above,185401756942118100,185401756942118100,1
above,rand_above,2078006595848609530,2078006595848609530,1
above,rand_above,9092917515078057060,9092917515078057060,1
above,rand_above,1956893263622747061,1956893263622747061,1
above,rand_above,211121422690185757,211121422690185757,1
above,rand_above,4663430257933949961,4663430257933949961,1
above,rand_above,1144975991928690070,1144975991928690070,1
above,rand_above,6567840089124696060,6567840089124696060,1
above,rand_above,7315090715389317247,7315090715389317247,1
above,rand_above,3469546565521155655,3469546565521155655,1
above,rand_above,5914926803723825733,5914926803723825733,1
above,rand_above,7122529776282854964,7122529776282854964,1
above,rand_above,5756411138592229960,5756411138592229960,1
above,rand_above,5486989809416155627,5486989809416155627,1
above,rand_above,451363559132323127,451363559132323127,1
above,rand_above,1006177747849370701,1006177747849370701,1
above,rand_above,7720853120717174030,7720853120717174030,1
above,rand_above,453897074548526078,453897074548526078,1
above,rand_above,1076979884411285637,1076979884411285637,1
above,rand_above,4107083167447502262,4107083167447502262,1
above,rand_above,1148970475630120840,1148970475630120840,1
above,rand_above,2340106525484954311,2340106525484954311,1
above,rand_above,6482598913046088128,6482598913046088128,1
above,rand_above,1904363228116506224,1904363228116506224,1
above,rand_above,6333842579963517657,6333842579963517657,1
above,rand_above,94826545526085018,94826545526085018,1
above,rand_above,3890861233231230936,3890861233231230936,1
above,rand_above,940381898300119446,940381898300119446,1
above,rand_above,4808012867613260767,4808012867613260767,1
above,rand_above,5753302757953845502,5753302757953845502,1
above,rand_above,6472067022439766539,6472067022439766539,1
above,rand_above,3871992891439916555,3871992891439916555,1
above,rand_above,8297331581931333662,8297331581931333662,1
above,rand_above,4727543964278433999,4727543964278433999,1
above,rand_above,5706265304552771622,5706265304552771622,1
above,rand_above,2616516909275011659,2616516909275011659,1
above,rand_above,7247141293920349482,7247141293920349482,1
above,rand_above,4599839756052076855,4599839756052076855,1
above,rand_above,5626057470965875184,5626057470965875184,1
above,rand_above,7184411699202672267,7184411699202672267,1
above,rand_above,7678230181421748658,7678230181421748658,1
above,rand_above,8984452448763307817,8984452448763307817,1
above,rand_above,3310253410403539623,3310253410403539623,1
above,rand_above,3788341366331043402,3788341366331043402,1
above,rand_above,1488192580055999220,1488192580055999220,1
above,rand_above,5064694945363164696,5064694945363164696,1
above,rand_above,8405565069887347254,8405565069887347254,1
above,rand_above,6356567906962861768,6356567906962861768,1
above,rand_above,4442349600986184878,4442349600986184878,1
above,rand_above,2171936547503501393,2171936547503501393,1
above,rand_above,126599632849694735,126599632849694735,1
above,rand_above,829913488358909502,829913488358909502,1
above,rand_above,1027552628607371879,1027552628607371879,1
above,rand_above,5304631763468928617,5304631763468928617,1
above,rand_above,4566312526496990584,4566312526496990584,1
above,rand_above,8766101090126943577,8766101090126943577,1
above,rand_above,7198867557922613371,7198867557922613371,1
above,rand_above,701204772488683310,701204772488683310,1
above,rand_above,6682820153332954892,6682820153332954892,1
above,rand_above,8354124111742381115,8354124111742381115,1
above,rand_above,5951965138729968905,5951965138729968905,1
above,rand_above,4221793728717476363,4221793728717476363,1
above,rand_above,9022925273151649228,9022925273151649228,1
above,rand_above,2445130578010840086,2445130578010840086,1
above,rand_above,470915476346298772,470915476346298772,1
above,rand_above,7509254283121726372,7509254283121726372,1
above,rand_above,8071529785265308156,8071529785265308156,1
above,rand_above,7869613914581436729,7869613914581436729,1
above,rand_above,3331401056656727134,3331401056656727134,1
above,rand_above,6251076696610793199,6251076696610793199,1
above,rand_above,3938119471403471527,3938119471403471527,1
above,rand_above,1078005754739357820,1078005754739357820,1
above,rand_above,7860364810122285519,7860364810122285519,1
above,rand_above,8220501707685734469,8220501707685734469,1
above,rand_above,98218639466914612,98218639466914612,1
above,rand_above,1285470637176690350,1285470637176690350,1
above,rand_above,5978360948624302734,5978360948624302734,1
above,rand_above,3040368312612991320,3040368312612991320,1
above,rand_above,8259568238862985833,8259568238862985833,1
above,rand_above,8818149841521479420,8818149841521479420,1
above,rand_above,2483724592891215612,2483724592891215612,1
above,rand_above,6770365614853965262,6770365614853965262,1
above,rand_above,3445839931128916061,3445839931128916061,1
above,rand_above,3170066423525507048,3170066423525507048,1
above,rand_above,1058922117439981524,1058922117439981524,1
above,rand_above,3700663919830457077,3700663919830457077,1
above,rand_above,4219833405704630664,4219833405704630664,1
above,rand_above,7717056179009411701,7717056179009411701,1
above,rand_above,6372233989918179337,6372233989918179337,1
above,rand_above,4420038843257167065,4420038843257167065,1
above,rand_above,3898870464617263085,3898870464617263085,1
above,rand_above,8182057442064649614,8182057442064649614,1
above,rand_above,1547269466524632006,1547269466524632006,1
above,rand_above,1231210761669396052,1231210761669396052,1
above,rand_above,6708967192558841942,6708967192558841942,1
above,rand_above,9062384800152908599,9062384800152908599,1
above,rand_above,7796759968765805606,7796759968765805606,1
above,rand_above,965591790802314014,965591790802314014,1
above,rand_above,8413590589597076162,8413590589597076162,1
above,rand_above,4460896896092432759,4460896896092432759,1
above,rand_above,5256584144575609224,5256584144575609224,1
above,rand_above,4050345795892489263,4050345795892489263,1
above,rand_above,5647468110495029124,5647468110495029124,1
above,rand_above,7195529373145323715,7195529373145323715,1
above,rand_above,5647793360540083052,5647793360540083052,1
above,rand_above,7964864469411069983,7964864469411069983,1
above,rand_above,8125115650570521245,8125115650570521245,1
above,rand_above,6716968596983665538,6716968596983665538,1
above,rand_above,8234067337044797946,8234067337044797946,1
above,rand_above,4464630552136425642,4464630552136425642,1
above,rand_above,4511145231732650955,4511145231732650955,1
above,rand_above,8195616243494516849,8195616243494516849,1
above,rand_above,4073635491131026661,4073635491131026661,1
above,rand_above,593179101679114170,593179101679114170,1
above,rand_above,6050072104579698578,6050072104579698578,1
above,rand_above,123009995010860528,123009995010860528,1
above,rand_above,8017958815076881507,8017958815076881507,1
above,rand_above,4849598016644759530,4849598016644759530,1
above,rand_above,6867726303865127691,6867726303865127691,1
above,rand_above,6684639835855996139,6684639835855996139,1
above,rand_above,2074903384638661665,2074903384638661665,1
above,rand_above,8824350410817363178,8824350410817363178,1
above,rand_above,8062335147174456166,8062335147174456166,1
above,rand_above,4796856671489679088,4796856671489679088,1
above,rand_above,6356915912337659616,6356915912337659616,1
above,rand_above,5711255674220525838,5711255674220525838,1
above,rand_above,4001324475485374963,4001324475485374963,1
above,rand_above,6711188661165492826,6711188661165492826,1
above,rand_above,4454023886092287456,4454023886092287456,1
above,rand_above,6130657399494871518,6130657399494871518,1
above,rand_above,5924919104407450828,5924919104407450828,1
above,rand_above,1380102487121806884,1380102487121806884,1
above,rand_above,7631550675436625452,7631550675436625452,1
above,rand_above,8236825782302778845,8236825782302778845,1
above,rand_above,5662141186826037601,5662141186826037601,1
above,rand_above,116412116675070857,116412116675070857,1
above,rand_above,8627062443848615715,8627062443848615715,1
above,rand_above,4672044989808403568,4672044989808403568,1
above,rand_above,4337433651346010504,4337433651346010504,1
above,rand_above,4582277199894428231,4582277199894428231,1
above,rand_above,1534588657498981866,1534588657498981866,1
above,rand_above,6939725668056456792,6939725668056456792,1
above,rand_above,2966332204614722579,2966332204614722579,1
above,rand_above,3060973414222861844,3060973414222861844,1
above,rand_above,2574553927107964170,2574553927107964170,1
above,rand_above,4684605032797292744,4684605032797292744,1
above,rand_above,5086432613154114405,5086432613154114405,1
above,rand_above,3501322613080224142,3501322613080224142,1
above,rand_above,7545454983215130912,7545454983215130912,1
above,rand_above,736091115608405468,736091115608405468,1
above,rand_above,4105926408382396704,4105926408382396704,1
above,rand_above,5294321552595056035,5294321552595056035,1
above,rand_above,820847103494756042,820847103494756042,1
above,rand_above,4606453699672895085,4606453699672895085,1
above,rand_above,2924160264141213307,2924160264141213307,1
above,rand_above,9054098292373426785,9054098292373426785,1
above,rand_above,6882623418245831690,6882623418245831690,1
above,rand_above,172898481151898626,172898481151898626,1
above,rand_above,3730081261956814134,3730081261956814134,1
