type,keyword,constraint,viol,grammar_accepted,truly_violates
string,pattern,"""^(?:[1-9]\\d{3}-(?:(?:0[1-9]|1[0-2])-(?:0[1-9]|1\\d|2[0-8])|(?:0[13-9]|1[0-2])-(?:29|30)|(?:0[13578]|1[02])-31)|(?:[1-9]\\d(?:0[48]|[2468][048]|[13579][26])|(?:[2468][048]|[13579][26])00)-02-29)T(?:[01]\\d|2[0-3]):[0-5]\\d:[0-5]\\d(?:Z|[+-][01]\\d:[0-5]\\d)$""","""___VIOLATE___""",False,
string,pattern,"""^\\/([a-z0-9\\/_{}])*$""","""___VIOLATE___""",False,
number,minimum,320,319.0,False,
string,pattern,"""^bytes(0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32)(\\[[0-9]*\\])*$""","""___VIOLATE___""",False,
integer,minimum,0,-1,False,
integer,maximum,24000,24001,False,
string,minLength,12,"""aaaaaaaaaaa""",False,
string,maxLength,39,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",False,
string,pattern,"""^[A-Z]{2}[0-9]{2}(?: ?[0-9A-Z]{4}){2,6}? ?[0-9A-Z]{0,4}$""","""___VIOLATE___""",False,
string,pattern,"""^\\$[0-9]{1,3}.[0-9]{2}$""","""___VIOLATE___""",False,
string,pattern,"""pull-push|pull|push|\\$\\w{1,255}""","""___VIOLATE___""",False,
string,pattern,"""^[0-9]+(\\.[0-9]+){1,2}$""","""___VIOLATE___""",False,
string,pattern,"""^[\\w\\/\\.:-]+$""","""!!!!""",False,
number,minimum,1,0.0,False,
number,maximum,12,13.0,False,
string,pattern,"""^\\d+\\s*[mkg]?b?$""","""___VIOLATE___""",False,
string,pattern,"""^[0-9]*(\\.[0-9]*)?$""","""___VIOLATE___""",False,
string,pattern,"""^[a-z][a-z0-9_-]+/[a-z][a-z0-9_-]+$""","""___VIOLATE___""",False,
string,minLength,9,"""aaaaaaaa""",False,
string,maxLength,9,"""aaaaaaaaaa""",False,
string,pattern,"""^ActiveForm$""","""___VIOLATE___""",False,
string,maxLength,500,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",True,True
string,pattern,"""^(?:\\S+\\s+){0,49}\\S+$""","""   """,False,
string,minLength,1,"""""",True,True
string,pattern,"""^([0-9]+y)?([0-9]+w)?([0-9]+d)?([0-9]+h)?([0-9]+m)?([0-9]+s)?([0-9]+ms)?$""","""___VIOLATE___""",False,
string,pattern,"""^([a-zA-Z0-9]+[-_])*[a-zA-Z0-9]+$""","""___VIOLATE___""",False,
string,pattern,"""^CVSS:3.[01]/((AV:[NALP]|AC:[LH]|PR:[UNLH]|UI:[NR]|S:[UC]|[CIA]:[NLH]|E:[XUPFH]|RL:[XOTWU]|RC:[XURC]|[CIA]R:[XLMH]|MAV:[XNALP]|MAC:[XLH]|MPR:[XUNLH]|MUI:[XNR]|MS:[XUC]|M[CIA]:[XNLH])/)*(AV:[NALP]|AC:[LH]|PR:[UNLH]|UI:[NR]|S:[UC]|[CIA]:[NLH]|E:[XUPFH]|RL:[XOTWU]|RC:[XURC]|[CIA]R:[XLMH]|MAV:[XNALP]|MAC:[XLH]|MPR:[XUNLH]|MUI:[XNR]|MS:[XUC]|M[CIA]:[XNLH])$""","""___VIOLATE___""",False,
number,minimum,0,-1.0,False,
string,minLength,5,"""aaaa""",False,
string,maxLength,160,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",False,
number,minimum,0,-1.0,False,
number,maximum,100.0,101.0,False,
string,minLength,3,"""aa""",False,
string,maxLength,64,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",False,
string,maxLength,45,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",False,
string,minLength,2,"""a""",False,
string,maxLength,50,"""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""",False,
